,link,name,type,price,address,built_up,bedrooms,bathrooms,monthly_installment,land_title,tenure,furnishing,state
1680,/property/bandar-utama/sale-7530764/,"BU3, Petaling Jaya, Bandar Utama",4,2100000,"Bandar Utama, BU3, Petaling Jaya, 47800, Selangor ",2800.0,5,4,9464,4,5,4, Selangor
1681,/property/skudai/sale-8468783/,"Taman Skudai Baru, Skudai",4,530000,"Taman Skudai Baru, Taman Skudai Baru, 81300, Johor ",1540.0,4,3,2389,1,5,4, Johor
1682,/property/tebrau/midori-green-pangsapuri-hijauan/sale-8468727/,"Midori Green (Pangsapuri Hijauan), Taman Mount Austin, Tebrau",2,368000,"Jalan Mutiara Emas 8, Taman Mount Austin, 81100, Johor ",958.0,3,2,1659,4,5,2, Johor
1683,/property/skudai/sale-8468701/,"SRI YAAKOP NUSA BESTARI 2, Skudai",4,358000,"Jalan Putra ,  Taman Sri Yaakop, SRI YAAKOP NUSA BESTARI 2, 83100, Johor ",825.0,3,2,1613,4,5,1, Johor
1684,/property/ayer-keroh/sale-7831278/,"Anjung Gapam Bungalow, Ayer Keroh",1,599900,"Anjung Gapam Bungalow, Melaka ",2378.0,4,3,2704,4,3,2, Melaka
1686,/property/tanjung-bungah/granito/sale-8193903/,"Granito, Tanjung Bungah",2,398000,"Lorong Lembah Permai 3, 11200 Tanjung Bungah, Tanjung Bungah, 11200, Penang ",864.0,3,2,1794,4,5,4, Penang
1687,/property/port-dickson/sale-7813491/,"Bandar Springhill, Port Dickson",4,490400,"Bandar Springhill, Negeri Sembilan ",3187.0,6,5,2210,4,5,2, Negeri Sembilan
1688,/property/seremban-2/sale-7838845/,Seremban 2,4,494009,"seremban 2, Negeri Sembilan ",2001.0,4,3,2226,4,5,2, Negeri Sembilan
1689,/property/port-dickson/sale-7819400/,"Bandar Springhill, Port Dickson",4,386000,"Bandar Springhill, Negeri Sembilan ",2062.0,4,3,1740,4,5,2, Negeri Sembilan
1690,/property/kajang/sale-8454861/,"HillPark 3 , Bandar Teknologi, Kajang",4,500000,"HillPark 3 , Bandar Teknologi, Selangor ",2600.0,4,3,2253,4,5,2, Selangor
1691,/property/bukit-bintang/pavilion-residences/sale-8468494/,"Pavilion Residences, Bukit Bintang",2,3300000,"Jalan Bukit Bintang, Bukit Bintang, 50200, Kuala Lumpur ",2013.0,4,5,14873,2,3,1, Kuala Lumpur
1694,/property/seremban/sale-8354257/,"Seremban HillTop Bali-Style New Semi-D, Seremban",3,1180000,"Seremban HillTop Bali-Style New Semi-D, Negeri Sembilan ",4000.0,6,7,5318,4,5,-, Negeri Sembilan
1696,/property/kl-sentral/suasana-sentral-loft/sale-8357646/,"Suasana Sentral Loft, KL Sentral",2,1320888,"9, Jalan Stesen Sentral 5, KL Sentral, 50450, Kuala Lumpur ",1584.0,4,3,5953,4,5,4, Kuala Lumpur
1697,/property/rawang/sale-8467805/,"M Residence 1, Rawang, Rawang",4,390000,"Jalan MR 1, M Residence, M Residence 1, Rawang, 48020, Selangor ",1650.0,4,3,1758,4,5,2, Selangor
1698,/property/desa-park-city/sale-7836521/,"Amelia Garden Homes, Amelia Desa Parkcity, Amelia, Desa ParkCity",4,2500000,"Amelia Garden Homes, Amelia Desa Parkcity, Amelia, Kuala Lumpur ",2630.0,4,4,11267,-,-,4, Kuala Lumpur
1699,/property/desa-park-city/sale-8064555/,"Levenue, Desa ParkCity",4,2990000,"Levenue, Kuala Lumpur ",3146.0,5,5,13475,4,5,-, Kuala Lumpur
1700,/property/kelana-jaya/sale-8104395/,"ss3, Kelana Jaya, Petaling Jaya, Kelana Jaya",4,1150000,"ss3, Kelana Jaya,  Petaling Jaya, ss3, Kelana Jaya, Petaling Jaya, Selangor ",1650.0,4,2,5183,-,5,4, Selangor
1704,/property/damansara-jaya/sale-7873277/,"Jalan ss22a, Damansara Jaya, Damansara Jaya",3,2700000,"Jalan ss22a, Damansara Jaya, 47400, Selangor ",3500.0,7,6,12168,4,5,4, Selangor
1705,/property/damansara-jaya/sale-4890978/,"Jalan ss22/35, Damansara Jaya, Damansara Jaya",3,2580000,"Jalan ss22/35, Damansara Jaya, 47400, Selangor ",3500.0,5,2,11628,4,5,4, Selangor
1706,/property/johor-bahru/molek-regency/sale-8467569/,"Molek Regency, Johor Bahru",2,365000,"Jln Molek 3/20, Taman Molek, Johor Bahru, 81100, Johor ",640.0,1,1,1645,4,5,4, Johor
1707,/property/desa-park-city/sale-7552473/,"Sunway SPK Harmony 3, Sunway SPK Harmoni, Desa ParkCity",4,1299000,"Bandar Menjalara, Sunway SPK, Sunway SPK Harmony 3, Sunway SPK Harmoni, Kuala Lumpur ",2792.0,4,4,5854,-,5,2, Kuala Lumpur
1708,/property/johor-bahru/molek-regency/sale-8467526/,"Molek Regency, Johor Bahru",2,488000,"Jln Molek 3/20, Taman Molek, Johor Bahru, 81100, Johor ",1005.0,2,2,2199,4,5,4, Johor
1710,/property/desa-park-city/nadia-parkfront/sale-8433995/,"Nadia Parkfront, Desa ParkCity",2,850000,"Persiaran Residen, Desa ParkCity, 52000, Kuala Lumpur ",1163.0,3,3,3831,4,5,1, Kuala Lumpur
1711,/property/cheras/windows-on-the-park/sale-8172080/,"Windows On The Park, Batu 9Th Cheras, Cheras",2,700000,"Jalan Suadamai 10/1, Batu 9Th Cheras, Selangor ",1683.0,4,3,3155,4,5,4, Selangor
1712,/property/bukit-jalil/the-havre-bukit-jalil/sale-8467490/,"The Havre Bukit Jalil, Bukit Jalil",2,500000,"217, Bukit Jalil, Bukit Jalil, 57000, Kuala Lumpur ",1023.0,3,2,2253,4,3,2, Kuala Lumpur
1713,/property/ipoh/sale-8467512/,"SERI BOTANI, STRAITS ECO RESIDENCE, Ipoh",1,498800,"STRAITS ECO RESIDENCE, SERI BOTANI, STRAITS ECO RESIDENCE, Perak ",1800.0,4,3,2248,-,-,-, Perak
1715,/property/johor-bahru/sale-8135930/,"Taman Desa Tebrau, Johor Bahru",4,580000,"Jalan Rebab, Taman Desa Tebrau, 81100, Johor ",1920.0,4,4,2614,4,5,4, Johor
1718,/property/mont-kiara/pavilion-hilltop/sale-7205266/,"Pavilion Hilltop, Mont Kiara",2,1200000,"Jalan Kiara, Mont Kiara, 50480, Kuala Lumpur ",1200.0,3,2,5408,-,5,4, Kuala Lumpur
1719,/property/kampung-kerinchi-bangsar-south/camellia-serviced-suites/sale-6639662/,"Camellia Serviced Suites, Kampung Kerinchi (Bangsar South)",2,580000,"Jalan 112H, Off Jalan Kerinchi, Kampung Kerinchi (Bangsar South), 59200, Kuala Lumpur ",638.0,1,1,2614,2,3,4, Kuala Lumpur
1721,/property/mont-kiara/pavilion-hilltop/sale-8086159/,"Pavilion Hilltop, Mont Kiara",2,2359000,"Jalan Kiara, Mont Kiara, 50480, Kuala Lumpur ",2767.0,5,5,10632,4,5,4, Kuala Lumpur
1722,/property/wangsa-maju/infiniti-3-residences/sale-8467283/,"Infiniti 3 Residences, Wangsa Maju",2,1083000,"Jalan Seri Wangsa 2, Wangsa Maju, 53300, Kuala Lumpur ",2266.0,5,6,4881,3,4,4, Kuala Lumpur
1723,/property/semenyih/d-cerrum-apartment/sale-6951361/,"D'Cerrum Apartment, Semenyih",2,255000,"Pesiaran EcoHill Timur, Semenyih, 43500, Selangor ",949.0,3,2,1149,-,5,2, Selangor
1724,/property/cheras/eko-cheras/sale-6877102/,"EkoCheras, Cheras",2,800000,"Jalan Cheras, Cheras, 55300, Kuala Lumpur ",1211.0,2,2,3605,4,5,4, Kuala Lumpur
1725,/property/masai/green-haven/sale-7724529/,"Green Haven, Masai",2,539000,"Jalan Mersawa 16, Masai, 81750, Johor ",1364.0,3,2,2429,2,5,4, Johor
1726,/property/ara-damansara/the-potpourri/sale-8466326/,"The Potpourri, Ara Damansara",2,1680000,"Jalan Pju 1A/4, Ara Damansara, 47301, Selangor ",1950.0,3,3,7572,-,3,4, Selangor
1729,/property/bandar-utama/sale-8466595/,"bu3 near park, Bandar Utama",4,1450000,"jalan bu3, bu3 near park, 47800, Selangor ",2300.0,4,3,6535,4,5,4, Selangor
1730,/property/klcc/the-avare/sale-7432866/,"The Avare, KL City Centre, KLCC",2,2580000,"Lorong Kuda off Jalan Tun Razak, KL City Centre, 50450, Kuala Lumpur ",3800.0,4,6,11628,4,5,4, Kuala Lumpur
1732,/property/setia-tropika/sale-8466381/,"Taman Setia Tropika Bumi Lot, Setia Tropika",4,495000,"Jalan Setia Tropika , Taman Setia Tropika Bumi Lot, 81200, Johor ",2063.0,4,3,2231,4,5,-, Johor
1733,/property/desa-park-city/sale-8360722/,"Adiva, Desa ParkCity, Desa ParkCity",4,2000000,"Desa ParkCity, Kuala Lumpur, Adiva, Desa ParkCity, Kuala Lumpur ",1797.0,4,3,9014,4,5,4, Kuala Lumpur
1736,/property/klcc/aria/sale-8466072/,"Aria, KLCC",2,1730000,"Jalan Tun Razak, KLCC, 50450, Kuala Lumpur ",1159.0,2,2,7797,2,5,1, Kuala Lumpur
1737,/property/sri-hartamas/sunway-vivaldi/sale-7831974/,"Sunway Vivaldi, Sri Hartamas",2,2800000,"Jalan 19/70A, Sri Hartamas, 50480, Kuala Lumpur ",3660.0,5,5,12619,4,5,1, Kuala Lumpur
1738,/property/sri-hartamas/sunway-vivaldi/sale-7831996/,"Sunway Vivaldi, Sri Hartamas",2,3100000,"Jalan 19/70A, Sri Hartamas, 50480, Kuala Lumpur ",3983.0,5,5,13971,4,5,1, Kuala Lumpur
1739,/property/jalan-klang-lama-old-klang-road/seringin-residences/sale-7782439/,"Seringin Residences, Taman Serangkai, Jalan Klang Lama (Old Klang Road)",2,1100000,"Jalan Senang Ria, Taman Serangkai, 58200, Kuala Lumpur ",1875.0,4,4,4958,4,5,4, Kuala Lumpur
1740,/property/jalan-klang-lama-old-klang-road/seringin-residences/sale-6805317/,"Seringin Residences, Taman Serangkai, Jalan Klang Lama (Old Klang Road)",2,1030000,"Jalan Senang Ria, Taman Serangkai, 58200, Kuala Lumpur ",1875.0,4,4,4642,4,5,4, Kuala Lumpur
1741,/property/sentul/sentul-village/sale-8465915/,"Sentul Village, Sentul",2,450000,"Jalan Sentul Pasar, Sentul, 51000, Kuala Lumpur ",948.0,3,2,2028,-,5,4, Kuala Lumpur
1742,/property/tropicana/tropicana-avenue/sale-7487246/,"Tropicana Avenue, Tropicana",2,1400000,"Persiaran Tropicana, Tropicana, 47800, Selangor ",1621.0,3,3,6310,-,-,4, Selangor
1743,/property/wangsa-maju/infiniti-3-residences/sale-7288349/,"Infiniti 3 Residences, Wangsa Maju",2,1083000,"Jalan Seri Wangsa 2, Wangsa Maju, 53300, Kuala Lumpur ",2266.0,5,6,4881,4,3,4, Kuala Lumpur
1745,/property/damansara-jaya/sale-7752135/,"Petaling Jaya, Damansara Jaya",4,1100000,"Jalan SS22/12, Petaling Jaya, 47400, Selangor ",2100.0,4,3,4958,4,5,4, Selangor
1746,/property/damansara-jaya/sale-7364291/,"Petaling Jaya, Damansara Jaya",4,1500000,"SS22, Petaling Jaya, 47400, Selangor ",2000.0,4,3,6760,4,5,4, Selangor
1747,/property/permas-jaya/impian-senibong-apartment/sale-8465848/,"Impian Senibong Apartment, Bandar Baru Permas Jaya, Permas Jaya",2,260000,"Jalan Persiaran Senibong, Bandar Baru Permas Jaya, 81750, Johor ",850.0,3,2,1172,2,3,4, Johor
1748,/property/johor-bahru/prima-regency/sale-8465772/,"Prima Regency, Johor Bahru",2,230000,"Jalan Masai Baru, Johor Bahru, 81750, Johor ",557.0,1,1,1037,4,5,1, Johor
1749,/property/usj/sale-8257639/,"usj 5, USJ",4,868888,"subang jaya, usj 5, 47610, Selangor ",2000.0,4,3,3916,-,-,-, Selangor
1750,/property/johor-bahru/tropez-residences/sale-6238799/,"Tropez Residences, Danga Bay, Johor Bahru",2,699000,"Jalan Danga 2, Danga Bay, 80200, Johor ",1668.0,3,3,3150,4,5,1, Johor
1751,/property/klcc/aria/sale-8185779/,"Aria, KLCC",2,2000000,"Jalan Tun Razak, KLCC, 50450, Kuala Lumpur ",1502.0,4,3,9014,4,5,1, Kuala Lumpur
1752,/property/klcc/soho-suites-klcc/sale-5430641/,"Soho Suites @ KLCC, KLCC",2,980000,"Jalan Perak, KLCC, 50450, Kuala Lumpur ",813.0,3,2,4417,-,5,1, Kuala Lumpur
1753,/property/cyberjaya/sale-8127684/,"PERDANA LAKEVIEW EAST @ CYBERJAYA, Cyberjaya",4,690000,"CYBERJAYA CITY CENTRE, PERSIARAN LAKEFRONT, PERDANA LAKEVIEW, CYBERJAYA, SELANGOR, PERDANA LAKEVIEW EAST @ CYBERJAYA, 63000, Selangor ",2600.0,4,4,3110,4,5,-, Selangor
1754,/property/cyberjaya/sale-6594661/,"Cyberjaya @ Cyberjaya City Centre, Cyberjaya",3,750000,"Cyber, Cyberjaya, Persiaran Mulia, 63000 Selangor, Cyberjaya @ Cyberjaya City Centre, Selangor ",3000.0,6,0,3380,4,5,-, Selangor
1755,/property/cyberjaya/sale-7030570/,"Jewel of Grasmere @ Cyberjaya City Centre, Cyberjaya",4,700000,"Cyber 1, Persiaran APEC, 63000 Cyberjaya, Jewel of Grasmere @ Cyberjaya City Centre, 63000, Selangor ",2580.0,5,4,3155,4,5,-, Selangor
1756,/property/cheras/emerald-hill/sale-7363381/,"Emerald Hill, Alam Damai, Cheras",2,554000,"Jalan Alam Damai, Alam Damai, Kuala Lumpur ",840.0,2,2,2497,-,-,-, Kuala Lumpur
1757,/property/cyberjaya/sale-6977716/,"Cyberjaya City Centre, Cyberjaya",4,688000,"Cyberjaya, Persiaran APEC, Persiaran Semarak Api, 63100 Selangor, Cyberjaya City Centre, Selangor ",2000.0,4,4,3101,4,5,-, Selangor
1758,/property/horizon-hills/sale-8465678/,"Horizon Hills, Nusajaya, Iskandar Puteri, Horizon Hills",4,890000,"Horizon Hills, Horizon Hills, Nusajaya, Iskandar Puteri, 79100, Johor ",2450.0,4,3,4011,4,5,3, Johor
1760,/property/cheras/m-vertica/sale-7555295/,"M Vertica, Taman Maluri, Cheras",2,447800,"Jalan Cheras, Taman Maluri, 56000, Kuala Lumpur ",850.0,3,2,2018,-,-,-, Kuala Lumpur
1761,/property/desa-park-city/sale-7478037/,"Amelia Desa Parkcity, Desa ParkCity",4,2200000,"Amelia Desa Parkcity, 52200, Kuala Lumpur ",2630.0,4,5,9915,4,-,-, Kuala Lumpur
1762,/property/jalan-klang-lama-old-klang-road/le-yuan-residence/sale-7663144/,"Le Yuan Residence, Happy Garden, Jalan Klang Lama (Old Klang Road)",2,726000,"Jalan Selesaria, Happy Garden, 58200, Kuala Lumpur ",1406.0,4,3,3272,4,5,4, Kuala Lumpur
1763,/property/mont-kiara/mont-kiara-damai-resort-condominium/sale-8153848/,"Mont Kiara Damai Resort Condominium, Mont Kiara",2,2350000,"Jalan Kiara 2, Mont Kiara, 50480, Kuala Lumpur ",3154.0,5,4,10591,-,-,-, Kuala Lumpur
1764,/property/mont-kiara/10-mont-kiara-mk-10/sale-8122827/,"10 Mont Kiara @ MK10, Mont Kiara",2,3300000,"Jalan Kiara 1, Mont Kiara, 50480, Kuala Lumpur ",4090.0,6,6,14873,-,-,4, Kuala Lumpur
1765,/property/mont-kiara/10-mont-kiara-mk-10/sale-8122683/,"10 Mont Kiara @ MK10, Mont Kiara",2,3500000,"Jalan Kiara 1, Mont Kiara, 50480, Kuala Lumpur ",3704.0,6,6,15774,-,-,4, Kuala Lumpur
1766,/property/mont-kiara/mont-kiara-palma/sale-8122477/,"Mont Kiara Palma, Bukit Kiara, Mont Kiara",2,850000,"Jalan 1/70C, Off Jalan Bukit Kiara, Bukit Kiara, 50480, Kuala Lumpur ",1208.0,3,2,3831,-,-,-, Kuala Lumpur
1767,/property/johor-bahru/sale-8433518/,"Taman Glenmarie Johor, Johor Bahru",4,638000,"Jalan Glenmarie Johor, Taman Glenmarie Johor, Taman Glenmarie Johor, 81100, Johor ",2158.0,4,3,2875,4,5,2, Johor
1768,/property/shah-alam/sale-6618207/,"Tari, Setia IP, Alam Impian, Seksyen 35, Shah Alam",4,899000,"Tari, Setia IP, Alam Impian, Seksyen 35, Selangor ",2788.0,4,5,4052,4,5,4, Selangor
1769,/property/semenyih/sale-8465300/,"Taman Pelangi Semenyih 2, Semenyih",4,515000,"No 7 Jalan TPS 2/21, Taman Pelangi Semenyih 2, 43500, Selangor ",1900.0,4,4,2321,-,-,-, Selangor
1770,/property/iskandar-puteri-nusajaya/horizon-residence-dwi-mutiara/sale-8465270/,"Horizon Residence (Dwi Mutiara), Taman Bukit Indah, Iskandar Puteri (Nusajaya)",2,380000,"Jalan Lingkungan Indah Utama, Taman Bukit Indah, 81200, Johor ",1045.0,3,2,1713,4,5,1, Johor
1771,/property/iskandar-puteri-nusajaya/horizon-residence-dwi-mutiara/sale-8465270/,"Horizon Residence (Dwi Mutiara), Taman Bukit Indah, Iskandar Puteri (Nusajaya)",2,380000,"Jalan Lingkungan Indah Utama, Taman Bukit Indah, 81200, Johor ",1045.0,3,2,1713,4,5,1, Johor
1772,/property/mont-kiara/residensi-22/sale-8213250/,"Residensi 22, Mont Kiara",2,1800000,"Jalan Kiara 3, Mont Kiara, 50480, Kuala Lumpur ",2038.0,4,4,8112,-,5,4, Kuala Lumpur
1773,/property/skudai/villa-krystal-apartment/sale-8465316/,"Villa Krystal Apartment, Bandar Selesa Jaya, Skudai",2,220000,"Jalan Silat Lincah, Bandar Selesa Jaya, 81300, Johor ",904.0,3,2,992,4,5,4, Johor
1774,/property/puchong/setia-walk/sale-8295985/,"SetiaWalk, Pusat Bandar Puchong, Puchong",2,758000,"Persiaran Wawasan, Pusat Bandar Puchong, 47100, Selangor ",1398.0,3,2,3416,2,5,1, Selangor
1775,/property/gelang-patah/sale-7659445/,"Nusantara Prima, gelang patah, Gelang Patah",4,518000,"Nusantara Prima, Iskandar Puteri,bukit indah,Nusa Bayu,Eco Garden Village, setia eco garden, Nusantara Prima, gelang patah, 79100, Johor ",2245.0,5,3,2335,4,5,4, Johor
1777,/property/tropicana/sale-8465210/,Tropicana,1,2599000,"VILLA GREEN TROPICANA GOLF, TROPICANA, 47410, Selangor ",4000.0,6,5,11713,4,3,4, Selangor
1779,/property/skudai/sale-8465244/,"Taman Sri Skudai, Skudai, Nusa Jaya, Skudai",4,345000,"Jalan Perak, Taman Sri Skudai, Johor, Taman Sri Skudai, Skudai, Nusa Jaya, 81300, Johor ",1760.0,3,2,1555,4,5,4, Johor
1780,/property/johor-bahru/sale-8465147/,"Setia Indah  Mount Austin Desa, Johor Bahru",4,650000,"Jalan Setia 8, Setia Indah  Mount Austin Desa, 81100, Johor ",3080.0,4,3,2929,4,5,1, Johor
1781,/property/cyberjaya/sale-7772988/,"LakePoint Residence, Cyberjaya",3,755000,"Cyberjaya City, LakePoint Residence, 63000, Selangor ",3300.0,7,5,3403,4,5,2, Selangor
1782,/property/kajang/sale-8226829/,"Taman Tropika, Kajang",3,950000,"Taman Tropika Kajang, Taman Tropika, 43000, Selangor ",3354.0,6,5,4282,4,5,1, Selangor
1783,/property/klcc/k-residence-klcc/sale-7950254/,"K Residence @ KLCC, KLCC",2,2860000,"Jalan Mayang Off Jalan Ampang, KLCC, 50450, Kuala Lumpur ",2466.0,4,4,12890,4,5,4, Kuala Lumpur
1784,/property/iskandar-puteri-nusajaya/sale-8359347/,"Bukit Indah, Iskandar Puteri (Nusajaya)",4,650000,"Jalan Indah 7 Taman Bukit Indah, Bukit Indah, 79100, Johor ",1728.0,4,3,2929,4,5,4, Johor
1785,/property/klcc/banyan-tree-signatures/sale-5097260/,"Banyan Tree Signatures, KLCC",2,3500000,"Jalan Conlay, KLCC, 55100, Kuala Lumpur ",1668.0,3,3,15774,2,5,4, Kuala Lumpur
1786,/property/jalan-klang-lama-old-klang-road/waltz-residences/sale-8461039/,"Waltz Residences, Taman Yarl, Jalan Klang Lama (Old Klang Road)",2,846000,"Jalan Awan Besar, Taman Yarl, 58200, Kuala Lumpur ",948.0,3,2,3813,4,5,-, Kuala Lumpur
1787,/property/desa-park-city/sale-6683247/,"Safa, Safa Terraces, Desa Parkcity, Desa ParkCity",4,1850000,"Safa, Safa Terraces, Desa Parkcity, Kuala Lumpur ",2500.0,4,3,8338,-,-,-, Kuala Lumpur
1788,/property/sungai-buloh/sale-8465000/,Sungai Buloh,4,850000,"Jalan BRP 10/2, Taman Bukit Indah, Sungai Buloh, 47000, Selangor ",2000.0,4,3,3831,-,5,4, Selangor
1789,/property/johor-bahru/sale-8102999/,"Taman Johor Jaya, Mukim Tebrau,, Johor Bahru",4,695000,"Taman Johor Jaya, Mukim Tebrau,, 81100, Johor ",3500.0,4,3,3132,4,5,4, Johor
1790,/property/cyberjaya/aspire-residence/sale-7258957/,"Aspire Residence, Cyberjaya",2,330000,"Cyberjaya, 47130 Cyberjaya, Selangor ",900.0,3,2,1487,4,5,4, Selangor
1792,/property/ulu-klang/serini-melawati/sale-7630577/,"Serini Melawati, Taman Melawati, Ulu Klang",2,618000,"Jalan Melawati 1 Off Jalan Taman Melawati, Taman Melawati, 53100, Selangor ",836.0,3,2,2785,4,5,4, Selangor
1793,/property/setia-alam/sale-6784844/,"Gloriosa Gardenia, Setia Indah 12, Setia Alam",4,670000,"Jalan Setia indah u13/12, Gloriosa Gardenia, Setia Indah 12, 40170, Selangor ",2206.0,5,4,3020,4,5,2, Selangor
1794,/property/ulu-klang/serini-melawati/sale-6667064/,"Serini Melawati, Taman Melawati, Ulu Klang",2,940000,"Jalan Melawati 1 Off Jalan Taman Melawati, Taman Melawati, 53100, Selangor ",1494.0,5,4,4236,4,5,4, Selangor
1795,/property/johor-bahru/sale-8447879/,"Taman Glenmarie Johor, Johor Bahru",4,815000,"Jalan Glenmarie Johor, Taman Glenmarie Johor, Taman Glenmarie Johor, 81100, Johor ",2158.0,4,3,3673,4,5,2, Johor
1797,/property/klcc/stonor-3/sale-8231354/,"Stonor 3, KLCC",2,1200000,"Lorong Stonor, KLCC, 50450, Kuala Lumpur ",689.0,1,1,5408,-,-,-, Kuala Lumpur
1798,/property/horizon-hills/sale-8386922/,"Horizon Hills VALLEY WEST, Horizon Hills",4,768000,"Jalan Gita, horizon hills. nusajaya, Horizon Hills VALLEY WEST, 79100, Johor ",2360.0,5,4,3461,4,5,2, Johor
1799,/property/ulu-tiram/sale-8441078/,"Pelangi Indah, Ulu Tiram",3,870000,"Pelangi Indah, Pelangi Indah, 81800, Johor ",4800.0,4,3,3921,1,5,4, Johor
1800,/property/iskandar-puteri-nusajaya/nusa-perdana-apartment/sale-7259912/,"Nusa Perdana Apartment, Taman Nusa Perintis, Iskandar Puteri (Nusajaya)",2,295000,"Jalan Persiaran Nusa Perdana, Taman Nusa Perintis, 81550, Johor ",990.0,4,2,1330,4,5,4, Johor
1801,/property/horizon-hills/sale-6847974/,"Horizon Hills , Iskandar Puteri, Horizon Hills",4,808000,"Jalan Hijauan 5, Horizon Hills , Iskandar Puteri, 79100, Johor ",2319.0,5,5,3642,4,5,4, Johor
1802,/property/skudai/sale-8440892/,"Johor Bahru, Skudai",4,728000,"Johor Bahru, 81100, Johor ",2968.0,4,3,3281,4,5,4, Johor
1803,/property/setia-tropika/sale-7686850/,"Setia Tropika, Fenix Villas, Setia Tropika",3,1498000,"Jalan Setia Tropika, Taman Setia Tropika, Setia Tropika, Fenix Villas, 81200, Johor ",3327.0,5,5,6751,4,5,4, Johor
1806,/property/setia-alam/sale-8334286/,"Aeres Eco Ardence, Setia Alam",3,1650000,"Jalan Setia Damai U13/16, Aeres Eco Ardence, 40170, Selangor ",2900.0,5,5,7436,4,5,-, Selangor
1807,/property/setia-alam/sale-7772168/,"Aeres Eco Ardence, Setia Alam",3,1390000,"Jalan Setia Damai U13/16, Aeres Eco Ardence, 40170, Selangor ",2500.0,5,5,6265,4,5,-, Selangor
1808,/property/iskandar-puteri-nusajaya/sale-8440612/,"taman Nusa Sentral, Iskandar Puteri (Nusajaya)",4,668000,"taman Nusa Sentral, Johor ",2329.0,4,3,3011,-,-,-, Johor
1809,/property/setia-tropika/sale-8440580/,"Setia Tropika Elata Nova, Johor Bahru, Setia Tropika",4,700000,"81100, Setia Tropika Elata Nova, Johor Bahru, 81100, Johor ",1964.0,4,3,3155,4,5,-, Johor
1810,/property/klcc/anggun-residences/sale-8440250/,"Anggun Residences, KLCC",2,1998000,"Jalan Sultan Ismail, KLCC, 50300, Kuala Lumpur ",976.0,2,2,9005,4,5,1, Kuala Lumpur
1811,/property/skudai/sale-8068831/,"Rini Homes 5 Taman Mutiara Rini, Skudai",4,650000,"Jalan Bistari 3x, Rini Homes 5, Rini Homes 5 Taman Mutiara Rini, 81300, Johor ",1886.0,4,4,2929,4,5,4, Johor
1812,/property/tropicana/casa-tropicana/sale-8330674/,"Casa Tropicana, Tropicana",2,699000,"Persiaran Tropicana, Tropicana, 47301, Selangor ",1217.0,1,0,3150,4,3,4, Selangor
1815,/property/mont-kiara/seni-mont-kiara/sale-6586871/,"Seni Mont Kiara, Mont Kiara",2,2200000,"Jalan Changkat Duta Kiara, Mont Kiara, 50480, Kuala Lumpur ",2906.0,5,5,9915,-,-,-, Kuala Lumpur
1816,/property/iskandar-puteri-nusajaya/sale-8439991/,"horizon hills, Iskandar Puteri (Nusajaya)",1,2600000,"horizon hills, Johor ",5099.0,6,6,11718,4,5,-, Johor
1817,/property/desa-park-city/sale-8404952/,"LEVENUE @ DESA PARKCITY, Desa ParkCity",4,2100000,"LEVENUE @ DESA PARKCITY, Kuala Lumpur ",3000.0,5,6,9464,4,5,4, Kuala Lumpur
1818,/property/permas-jaya/permas-ville-apartment/sale-8439964/,"Permas Ville Apartment, Bandar Baru Permas Jaya, Permas Jaya",2,295000,"Jalan Permas 3, Bandar Baru Permas Jaya, 81750, Johor ",1002.0,3,2,1330,4,5,4, Johor
1819,/property/taman-desa/the-hipster/sale-8364020/,"The Hipster, Taman Desa",2,378000,"Jalan Desa, Taman Desa, 58100, Kuala Lumpur ",921.0,3,2,1704,4,-,-, Kuala Lumpur
1820,/property/usj/sale-6454537/,"USJ 9, USJ, Subang Jaya, USJ",4,850000,"USJ 9, USJ, Subang Jaya, USJ 9, USJ, Subang Jaya, Selangor ",2000.0,4,3,3831,4,5,4, Selangor
1821,/property/tanjong-tokong/andaman-quayside/sale-8116018/,"Andaman Quayside , Tanjung Tokong, Tanjong Tokong",2,2800000,"Lorong Seri Tanjung Pinang, Tanjung Tokong, 11200, Penang ",2824.0,5,5,12619,-,5,-, Penang
1822,/property/tanjong-tokong/andaman-quayside/sale-8100161/,"Andaman Quayside , Tanjung Tokong, Tanjong Tokong",2,1350000,"Lorong Seri Tanjung Pinang, Tanjung Tokong, 11200, Penang ",1187.0,2,2,6084,4,5,4, Penang
1824,/property/kota-damansara/sale-7527094/,"Villa Damansara, Sierra Damansara, Kota Damansara",3,1940000,"Jalan Camar , Petaling Jaya, Villa Damansara, Sierra Damansara, 47810, Selangor ",3600.0,6,6,8743,4,3,4, Selangor
1825,/property/tanjong-tokong/quayside-condominium/sale-8313806/,"Quayside Condominium, Tanjung Tokong, Tanjong Tokong",2,1400000,"Jalan Seri Tanjung Pinang, Tanjung Tokong, 10470, Penang ",1501.0,2,2,6310,4,5,1, Penang
1826,/property/tanjong-tokong/quayside-condominium/sale-8110364/,"Quayside Condominium, Tanjung Tokong, Tanjong Tokong",2,1900000,"Jalan Seri Tanjung Pinang, Tanjung Tokong, 10470, Penang ",2482.0,4,4,8563,4,5,2, Penang
1827,/property/tanjong-tokong/quayside-condominium/sale-6979150/,"Quayside Condominium, Tanjung Tokong, Tanjong Tokong",2,1280000,"Jalan Seri Tanjung Pinang, Tanjung Tokong, 10470, Penang ",1137.0,1,2,5769,4,5,1, Penang
