,link,name,type,price,address,built_up,bedrooms,bathrooms,monthly_installment,land_title,tenure,furnishing,state
153,/property/ara-damansara/the-potpourri/sale-5801973/,"The Potpourri, Ara Damansara",2,910000,"Jalan Pju 1A/4, Ara Damansara, 47301, Selangor ",1266.0,3,2,4101,3,4,4, Selangor
154,/new-property/property/seremban/damaris-ara-sendayan/new-6044/,Damaris @ Ara Sendayan,4,0,"Ara Sendayan, Seremban, Negeri Sembilan ",2949.0,4,4,2956,4,-,-, Negeri Sembilan
155,/property/subang-jaya/isola/sale-4759643/,"Isola, Subang Jaya",2,1218888,"Jalan SS 16/1, Subang Jaya, 47500, Selangor ",1389.0,3,3,5493,4,5,4, Selangor
156,/property/horizon-hills/sale-8478027/,"Taman Nusa Duta, Horizon Hills",3,1180000,"Taman Nusa Duta, Taman Bukit Indah, Horizon Hills, East Ledang, Ledang Height, Eco Botanic,
, Taman Nusa Duta, 79100, Johor ",3018.0,6,4,5318,4,5,1, Johor
158,/new-property/property/seremban/hijayu-aman-melia-ii/new-6031/,Hijayu Aman (Melia II),4,0,"Bandar Sri Sendayan, Seremban, Negeri Sembilan ",2611.5,0,0,2812,4,-,-, Negeri Sembilan
159,/property/jalan-klang-lama-old-klang-road/petalz-residences/sale-8271648/,"Petalz Residences, Jalan Klang Lama (Old Klang Road)",2,610000,"Jalan Klang Lama, Jalan Klang Lama (Old Klang Road), 58200, Kuala Lumpur ",935.0,4,3,2749,1,5,4, Kuala Lumpur
160,/property/tanjong-tokong/the-tamarind/sale-8493699/,"The Tamarind, Seri Tanjung Pinang, Tanjong Tokong",2,940000,"Jalan Seri Tg Pinang, Seri Tanjung Pinang, 11200, Penang ",1047.0,3,2,4236,-,5,2, Penang
161,/property/tanjong-tokong/the-tamarind/sale-8493683/,"The Tamarind, Seri Tanjung Pinang, Tanjong Tokong",2,780000,"Jalan Seri Tg Pinang, Seri Tanjung Pinang, 11200, Penang ",1047.0,3,2,3515,-,5,2, Penang
162,/property/bukit-jalil/the-tropika/sale-8330486/,"The Tropika, Bukit Jalil",2,575000,"Jalan Jalil Perkasa 1, Bukit Jalil, 57000, Kuala Lumpur ",900.0,3,2,2591,4,5,4, Kuala Lumpur
163,/property/masai/sale-8396896/,"Bandar Meridin East, Masai",4,448200,"Bandar Meridin East, 81700, Johor ",1838.0,4,3,2020,4,5,2, Johor
164,/property/gelang-patah/starview-bay-forest-city/sale-8384017/,"Starview Bay @ Forest City, Gelang Patah",2,477000,"Jalan Forest City, Gelang Patah, 81550, Johor ",571.0,2,1,2150,4,5,4, Johor
165,/property/skudai/sale-7927674/,"Taman Universiti, Skudai",4,238000,"Taman Universiti, Johor ",1040.0,2,2,1073,-,-,-, Johor
166,/property/jalan-klang-lama-old-klang-road/waltz-residences/sale-8240629/,"Waltz Residences, Taman Yarl, Jalan Klang Lama (Old Klang Road)",2,1100000,"Jalan Awan Besar, Taman Yarl, 58200, Kuala Lumpur ",1691.0,4,4,4958,4,5,1, Kuala Lumpur
167,/property/jalan-klang-lama-old-klang-road/waltz-residences/sale-8048228/,"Waltz Residences, Taman Yarl, Jalan Klang Lama (Old Klang Road)",2,812000,"Jalan Awan Besar, Taman Yarl, 58200, Kuala Lumpur ",1088.0,4,3,3660,4,5,4, Kuala Lumpur
168,/property/puchong/sale-7636883/,Puchong,3,1845000,Selangor ,4600.0,7,8,8315,4,-,4, Selangor
169,/property/skudai/sale-8262030/,"Villa Hijauan, Selasa Jaya, Skudai, Skudai",4,295000,"Villa Hijauan, Selasa Jaya, Skudai, Johor ",1173.0,3,2,1330,4,5,1, Johor
170,/property/sentul/m-arisa/sale-8392074/,"M Arisa, Sentul Pasa, Sentul",2,299000,"Jalan Sentul Pasar, Sentul Pasa, 51000, Kuala Lumpur ",1025.0,4,2,1348,-,5,4, Kuala Lumpur
171,/new-property/property/seremban/bandar-ainsdale-embun/new-6045/,Bandar Ainsdale : Embun,4,0,"Bandar Ainsdale, Seremban, Negeri Sembilan ",1956.5,3,1 - 3,2182,4,-,-, Negeri Sembilan
172,/property/jalan-ipoh/the-birch/sale-7919488/,"The Birch, Jalan Ipoh",2,348000,"Jalan Kasipillay, Jalan Ipoh, 51200, Kuala Lumpur ",983.0,3,2,1568,-,5,4, Kuala Lumpur
173,/property/kl-city/suasana-bukit-ceylon-raja-chulan-residences/sale-6487893/,"Suasana Bukit Ceylon / Raja Chulan Residences, Bukit Ceylon, KL City",2,1100000,"Persiaran Raja Chulan, Bukit Ceylon, 55100, Kuala Lumpur ",1281.0,3,2,4958,-,5,1, Kuala Lumpur
174,/new-property/property/dengkil/kita-harmoni/new-6024/,Kita Harmoni,4,0,"Kita @ Cybersouth, Dengkil, Selangor ",1491.0,4,3,2546,4,-,-, Selangor
175,/property/ipoh/sale-7329255/,"TASEK GARDEN RESIDENCE, Ipoh",3,398800,"Tasek Ipoh, TASEK GARDEN RESIDENCE, Perak ",1375.0,4,2,1797,-,-,-, Perak
176,/property/putrajaya/sale-6332760/,"Presint 9 Precint 9 Putrajaya, Putrajaya",4,800000,"Precinct 9 Putrajaya, Presint 9 Precint 9 Putrajaya, Putrajaya ",1800.0,4,3,3605,4,5,4, Putrajaya
177,/property/johor-bahru/sale-7191035/,"Bukit indah D'Grande Perla Semi D, Johor Bahru",3,1150000,"Bukit indah , Bukit indah D'Grande Perla Semi D, 81200, Johor ",3158.0,5,5,5183,4,5,-, Johor
178,/new-property/property/dengkil/kita-impian/new-6023/,Kita Impian,2,0,"Kita @ Cybersouth, Dengkil, Selangor ",726.0,2,1 - 2,1127,4,-,-, Selangor
179,/property/cyberjaya/lake-view-residency/sale-6677829/,"Lake View Residency, Cyberjaya",2,396000,"Jalan Cyber Suria, Cyberjaya, 63000, Cyberjaya, 63000, Selangor ",1000.0,3,2,1785,4,5,-, Selangor
180,/property/cyberjaya/sale-8128241/,"PERDANA LAKEVIEW EAST @ CYBERJAYA, Cyberjaya",4,700000,"CYBERJAYA CITY CENTRE, PERSIARAN LAKESIDE, JALAN PINGGIRAN CYBER, 63000 CYBERJAYA, SELANGOR., PERDANA LAKEVIEW EAST @ CYBERJAYA, 63000, Selangor ",2670.0,5,4,3155,4,5,-, Selangor
181,/property/ampang/sale-7690097/,"kemensah Heights, Ampang",1,2350000,"Twin Palm, kemensah Heights, Kuala Lumpur ",4000.0,5,5,10591,4,5,4, Kuala Lumpur
182,/new-property/property/bandar-puncak-alam/melodi-perdana/new-6043/,Melodi Perdana,2,0,"LBS Alam Perdana, Bandar Puncak Alam, Selangor ",901.0,3,2,1622,3,-,-, Selangor
183,/property/cyberjaya/sale-8127381/,"SUMMERGLADES @ CYBERJAYA, Cyberjaya",4,880000,"CYBERJAYA CITY CENTRE, CYBERJAYA, PERSIARAN LAKE SIDE, JALAN LAKE FRONT, CYBERJAYA, SELANGOR, SUMMERGLADES @ CYBERJAYA, 63000, Selangor ",2600.0,5,4,3966,4,5,-, Selangor
184,/property/cyberjaya/sale-8121716/,"Setia Eco Glades @ Cyberjaya, Cyberjaya",4,650000,"CYBERJAYA CITY CENTRE, PERSIARAN APEC, PERSIARAN MULIA, LAKESIDE, CYBERJAYA, 63000 SELANGOR, Setia Eco Glades @ Cyberjaya, 63000, Selangor ",2620.0,4,0,2929,4,5,-, Selangor
185,/property/cyberjaya/sale-7049828/,"Cyberjaya City Centre, Cyberjaya",4,850000,"Cyberjaya, Cyber, Persiaran Bestari, 63000 Selangor., Cyberjaya City Centre, Selangor ",2800.0,5,5,3831,4,5,-, Selangor
186,/property/tanjong-tokong/the-tamarind/sale-7364765/,"The Tamarind, Seri Tanjung Pinang, Tanjong Tokong",2,940000,"Jalan Seri Tg Pinang, Seri Tanjung Pinang, 11200, Penang ",1047.0,3,2,4236,2,5,2, Penang
187,/property/tampoi/sky-peak-residences/sale-8409171/,"Sky Peak Residences, Setia Tropika, Tampoi",2,450000,"Jalan Setia Tropika 1/16, Setia Tropika, 81200, Johor ",1076.0,3,2,2028,4,5,4, Johor
188,/property/bukit-jalil/the-tropika/sale-8465067/,"The Tropika, Bukit Jalil",2,563880,"Jalan Jalil Perkasa 1, Bukit Jalil, 57000, Kuala Lumpur ",974.0,3,2,2541,-,-,4, Kuala Lumpur
189,/property/johor-bahru/sale-8286548/,"Taman Glenmarie Johor, Johor Bahru",4,638000,"Taman Glenmarie Johor, Taman Glenmarie Johor, 81100, Johor ",2158.0,4,3,2875,4,5,-, Johor
190,/property/johor-bahru/sale-7336327/,"Taman Glenmarie Johor, Johor Bahru",4,815000,"Taman Glenmarie Johor, Taman Glenmarie Johor, 81100, Johor ",2158.0,4,3,3673,4,5,-, Johor
191,/property/johor-bahru/sale-8321108/,"Eco Summer, Walton, Johor Bahru",4,770000,"Taman Ekoflora, , Eco Summer, Walton, 81100, Johor ",1980.0,4,3,3470,4,5,2, Johor
192,/property/johor-bahru/sale-7336327/,"Taman Glenmarie Johor, Johor Bahru",4,815000,"Taman Glenmarie Johor, Taman Glenmarie Johor, 81100, Johor ",2158.0,4,3,3673,4,5,-, Johor
193,/property/johor-bahru/sale-8321108/,"Eco Summer, Walton, Johor Bahru",4,770000,"Taman Ekoflora, , Eco Summer, Walton, 81100, Johor ",1980.0,4,3,3470,4,5,2, Johor
194,/property/johor-bahru/sale-7085467/,"Eco Summer, Knighton, Johor Bahru",4,740000,"Taman Ekoflora, Eco Summer , Eco Summer, Knighton, 81100, Johor ",1980.0,4,3,3335,4,5,2, Johor
195,/new-property/property/georgetown/setia-v-residences/new-1878/,Setia V Residences,2,0,"Penang Gurney Drive, Georgetown, Penang ",2784.0,3,3 - 6,7330,4,-,-, Penang
196,/property/johor-bahru/sale-7068767/,"Eco Spring, Bradford, Johor Bahru",4,1550000,"Jalan Ekoflora 1, Taman Ekoflora, Eco Spring, Bradford, 81100, Johor ",3150.0,5,5,6986,4,5,2, Johor
197,/property/johor-bahru/sale-7068725/,"Eco Spring, Dover, Johor Bahru",4,1078000,"Jalan Ekoflora , Eco Spring, Dover, 81100, Johor ",2360.0,4,5,4858,4,5,2, Johor
198,/new-property/property/johor-bahru/winter-pavilion/new-6042/,Winter Pavilion,3,0,"Taman Nusa Sentral, Johor Bahru, Johor ",4874.5,1,7,6760,4,-,-, Johor
200,/property/seremban/sale-8448360/,"Affordable priced with Ideal Living Home, Seremban",4,351000,"Affordable priced with Ideal Living Home, Negeri Sembilan ",1621.0,4,3,1582,4,5,-, Negeri Sembilan
201,/property/jalan-klang-lama-old-klang-road/riverville-residences/sale-7410212/,"Riverville Residences, Taman Sri Sentosa, Jalan Klang Lama (Old Klang Road)",2,605000,"Jalan Taman Sri Sentosa, Taman Sri Sentosa, 58200, Kuala Lumpur ",1210.0,4,2,2727,4,5,2, Kuala Lumpur
202,/new-property/property/iskandar-puteri-nusajaya/winter-sonata/new-5663/,Winter Sonata,4,0,"Taman Nusa Sentral, Iskandar Puteri (Nusajaya), Johor ",3464.0,5,6,4282,4,-,-, Johor
203,/property/ulu-tiram/sale-8502909/,"Taman Gaya Jalan Sasa, Ulu Tiram",4,750000,"Jalan Sasa 30, , Taman Gaya, Taman Gaya Jalan Sasa, 81810, Johor ",2080.0,4,4,3380,4,5,4, Johor
204,/property/mont-kiara/kiaraville/sale-8502873/,"Kiaraville, Mont Kiara",2,1800000,"Changkat Duta Kiara, Mont Kiara, 50450, Kuala Lumpur ",2495.0,5,4,8112,-,5,1, Kuala Lumpur
205,/property/jalan-ipoh/kiara-east/sale-7936670/,"Kiara East, Taman Mas Tiara, Jalan Ipoh",2,502000,"Jalan Kampung Batu, Taman Mas Tiara, 51200, Kuala Lumpur ",911.0,3,2,2262,4,3,4, Kuala Lumpur
206,/new-property/property/tropicana/edelweiss-serviced-residences/new-6038/,Edelweiss Serviced Residences,2,0,"Tropicana Indah, Tropicana, Selangor ",823.0,2,1 - 3,0,3,-,-, Selangor
207,/property/johor-bahru/sale-8502817/,"Taman Johor Jaya, Johor Bahru",4,405000,"Jalan Teratai Taman Johor Jaya, Taman Johor Jaya, 81100, Johor ",1540.0,3,2,1825,4,5,4, Johor
208,/property/iskandar-puteri-nusajaya/sale-8502805/,"Nusa Sentral Bukit Indah Tampoi Iskandar, Iskandar Puteri (Nusajaya)",4,579000,"Nusa Sentral Bukit Indah Tampoi Iskandar, 79100, Johor ",1400.0,5,3,2609,4,5,4, Johor
209,/property/teluk-kumbar/valencia-residence/sale-6492121/,"Valencia Residence, Teluk Kumbar",2,1030000,"Jalan Bukit Belah, Teluk Kumbar, 11950, Penang ",2110.0,4,4,4642,4,5,2, Penang
211,/property/mont-kiara/pavilion-hilltop/sale-7565695/,"Pavilion Hilltop, Mont Kiara",2,1150000,"Jalan Kiara, Mont Kiara, 50480, Kuala Lumpur ",1200.0,3,2,5183,4,5,4, Kuala Lumpur
212,/property/mont-kiara/kiaraville/sale-8045946/,"Kiaraville, Mont Kiara",2,1250000,"Changkat Duta Kiara, Mont Kiara, 50450, Kuala Lumpur ",1593.0,4,3,5634,-,5,1, Kuala Lumpur
213,/property/kl-sentral/st-regis/sale-8335905/,"St Regis, KL Sentral",2,3500000,"Jalan Stesen Sentral 2, KL Sentral, 50470, Kuala Lumpur ",1541.0,1,2,15774,2,5,4, Kuala Lumpur
214,/property/cyberjaya/sale-8230251/,"Sejati Residence Cyberjaya , Cyberjaya",3,2280000,"Sejati Residence Cyberjaya , Sejati Residence Cyberjaya , 63000, Selangor ",4500.0,6,5,10276,4,5,2, Selangor
215,/property/cyberjaya/sale-6971320/,"Casa Green, Cybersouth, Cyberjaya",4,530000,"Casa Green, Cybersouth, Selangor ",1545.0,3,3,2389,4,3,2, Selangor
216,/property/cyberjaya/sale-6779392/,"Jacaranda Garden Residence  , Cyberjaya",1,1999000,"Evergreen Garden Residence Cyberjaya, Jacaranda Garden Residence  , Selangor ",4541.0,7,6,9009,4,5,2, Selangor
217,/property/cyberjaya/sale-6356032/,"Lepironia Setia Eco Glades, Cyberjaya",3,1550000,"Semi-D House, Cyberjaya, Cyber ,Sepang ,Selangor, Lepironia Setia Eco Glades, 63000, Selangor ",3257.0,5,6,6986,4,5,2, Selangor
218,/property/cyberjaya/sale-6171381/,"Cassia Garden Residence , Cyberjaya",4,850000,"Cassia Garden Residence , Cassia Garden Residence , Selangor ",2845.0,5,4,3831,4,5,4, Selangor
219,/new-property/property/balik-pulau/botanica-ct-phase-5/new-5937/,Botanica.CT Phase 5,3,0,"Garden Township, Balik Pulau, Penang ",3250.0,2,4 - 5,4962,4,-,-, Penang
220,/property/cyberjaya/sale-5521939/,"Sejati Residence, Cyberjaya, Cyberjaya",4,1448888,"Cyberjaya, Cyber, Sepang, Selangor, Sejati Residence, Cyberjaya, Selangor ",3815.0,5,5,6530,4,5,2, Selangor
221,/property/cyberjaya/sale-5441522/,"Mozart Symphony hills, Cyberjaya",4,950000,"Mozart Symphony Hills Cyberjaya, Mozart Symphony hills, Selangor ",3339.0,5,5,4282,4,5,2, Selangor
222,/new-property/property/subang-jaya/alira-metropark-subang/new-6035/,Alira Metropark Subang,2,0,"Metropark, Subang Jaya, Selangor ",871.5,1,1 - 2,2194,2,-,-, Selangor
223,/property/cyberjaya/sale-4986236/,"Setia Eco Glades , Cyberjaya",4,1220000,"Charm D'Nusantara, Setia Eco Glades, Setia Eco Glades , Selangor ",3039.0,4,4,5498,4,5,2, Selangor
224,/property/cyberjaya/sale-4965728/,"Clover, Garden Residence, Cyberjaya",3,1530000,"Semi-D House, Cyberjaya, Cyber ,Sepang ,Selangor, Clover, Garden Residence, 63000, Selangor ",3876.0,6,5,6895,4,5,-, Selangor
225,/property/horizon-hills/sale-8501851/,"Horizon Hills, New CORNER 2 stry Cluster, Horizon Hills",4,1464320,"Jalan Maya, Horizon Hills, New CORNER 2 stry Cluster, 79100, Johor ",2775.0,5,5,6599,4,5,2, Johor
226,/new-property/property/dengkil/casabayu-cybersouth/new-6034/,Casabayu @ Cybersouth,2,0,"Cybersouth, Dengkil, Selangor ",1006.0,3,2,1801,4,-,-, Selangor
227,/property/valencia/sale-8280741/,"Sg buloh, Valencia",4,1650000,"Sg buloh, 47000, Selangor ",3000.0,5,3,7436,4,5,4, Selangor
228,/property/ulu-tiram/sale-8501539/,"Bestari Indah 1 Stry , Ulu Tiram",4,530000,"Bestari Indah , Ulu Tiram, Gaya Pelangi Indah, Bestari Indah 1 Stry , 81800, Johor ",911.0,3,2,2389,4,5,4, Johor
229,/property/puchong/sale-6619021/,Puchong,4,1038000,"Puchong, Puchong, 47100, Selangor ",3750.0,7,6,4678,4,3,2, Selangor
230,/new-property/property/subang-jaya/subang-jaya-city-centre-sjcc-aurora/new-6014/,Subang Jaya City Centre (SJCC) : Aurora,2,0,"Subang Jaya City Centre, Subang Jaya, Selangor ",973.0,2,2,3407,4,-,-, Selangor
231,/property/batu-ferringhi/sri-sayang/sale-8498446/,"Sri Sayang, Batu Ferringhi",2,1200000,"188 Jalan Batu Ferringghi, Batu Ferringhi, 11100, Penang ",1722.0,3,2,5408,-,5,1, Penang
232,/property/rawang/sale-8497872/,"Bukit Beruntung, Rawang",4,348000,"Bukit Sentosa, Bukit Beruntung, Selangor ",3013.0,4,3,1568,-,5,-, Selangor
233,/property/wangsa-maju/desa-putra/sale-8497709/,"Desa Putra, Taman Wangsa Maju, Wangsa Maju",2,600000,"Jalan Wangsa Perdana 3, Taman Wangsa Maju, 53300, Kuala Lumpur ",1245.0,4,2,2704,-,3,1, Kuala Lumpur
234,/property/puchong/sale-6971745/,Puchong,4,1300000,"Puchong, Puchong, 47100, Selangor ",4300.0,5,5,5859,4,3,2, Selangor
235,/property/bayan-lepas/the-clovers/sale-8501722/,"The Clovers, Taman Sri Bayan, Bayan Lepas",2,990000,"Jalan Merbah, Taman Sri Bayan, 11900, Penang ",2907.0,5,5,4462,4,5,2, Penang
236,/property/segambut/anjali-north-kiara/sale-7467081/,"Anjali North Kiara, Segambut",2,790000,"Jalan 3/61, Bukit Segambut, Segambut, Kuala Lumpur ",1319.0,3,2,3560,4,5,4, Kuala Lumpur
238,/property/johor-bahru/seasons-amara-larkin/sale-8501732/,"Seasons Amara Larkin, Johor Bharu, Johor Bahru",2,430000,"Jalan Tun Abdul Razak, Johor Bharu, 80350, Johor ",1195.0,3,2,1938,-,3,2, Johor
239,/property/petaling-jaya/dataran-prima/sale-7796654/,"Dataran Prima, Petaling Jaya",2,690000,"Jalan PJU 1/41, Petaling Jaya, 47301, Selangor ",1407.0,3,2,3110,4,5,4, Selangor
240,/property/kuchai-lama/kuchai-avenue/sale-8492657/,"Kuchai Avenue, Kuchai Entrepreneurs Park, Kuchai Lama",2,410000,"Jalan Kuchai Maju 13, Kuchai Entrepreneurs Park, 57100, Kuala Lumpur ",935.0,3,2,1848,4,5,4, Kuala Lumpur
242,/property/kota-damansara/sale-8363626/,"bayu Damansara, Section 11, KD, Kota Damansara, Kota Damansara",4,1250000,"jalan kenyalang 11, villa damansara, seri utama, Bayu Damansara, 47810, Selangor, bayu Damansara, Section 11, KD, Kota Damansara, Selangor ",2200.0,4,3,5634,4,3,4, Selangor
243,/new-property/property/sentul/m-arisa/new-6029/,M Arisa,2,0,"Sentul, Kuala Lumpur ",779.0,3,1 - 2,1348,2,-,-, Kuala Lumpur
244,/property/kota-damansara/sale-7754406/,"Villa Damansara, Sierra Damansara, Kota Damansara",3,1940000,"Villa Damansara, Jalan Camar 4/25, 47810 Petaling Jaya, Selangor, Villa Damansara, Sierra Damansara, 47810, Selangor ",3600.0,6,4,8743,4,3,1, Selangor
245,/property/bandar-utama/sale-7663773/,"Bu11, BU, Petaling jaya, PJ, Bandar Utama",4,1400000,"Bu11, BU, Petaling jaya, PJ, 47800, Selangor ",2400.0,4,3,6310,4,5,4, Selangor
246,/new-property/property/kluang/elminia-impiana-casa/new-5657/,Elminia @ Impiana Casa,4,0,"Bandar Seri Impian, Kluang, Johor ",2097.0,1,3,2068,4,-,-, Johor
247,/property/bandar-utama/sale-7106487/,"BU, BU11, Petaling jaya, PJ, Bandar Utama",4,1270000,"BU, BU11, Petaling jaya, PJ, 47800, Selangor ",2300.0,4,3,5724,4,5,1, Selangor
248,/property/bandar-utama/sale-6378402/,"bu7, BU, Petaling jaya, PJ, Bandar Utama",4,1200000,"bu7, BU, Petaling jaya, PJ, Selangor ",2200.0,4,3,5408,4,5,4, Selangor
249,/property/bandar-utama/sale-6300311/,"BU, BU6, PJ, Petaling Jaya, Bandar Utama",4,1700000,"BU, BU6, PJ, Petaling Jaya, Selangor ",3200.0,6,4,7662,4,5,4, Selangor
250,/new-property/property/shah-alam/habitus-at-denai-alam-city-of-elmina/new-6027/,Habitus at Denai Alam / City of Elmina,2,0,"Denai Alam, City of Elmina, Subang, Shah Alam, Selangor ",724.5,2,1 - 2,1302,2,-,-, Selangor
251,/property/kl-city/core-residence-trx/sale-8495726/,"Core Residence @ TRX, KL City",2,1200000,"Jalan Tun Razak, KL City, 55100, Kuala Lumpur ",925.0,3,2,5408,-,5,4, Kuala Lumpur
252,/property/bukit-jalil/the-park-sky-residence/sale-8461465/,"The Park Sky Residence, Bukit Jalil",2,1500000,"Lebuhraya Bukit Jalil, Bukit Jalil, 57000, Kuala Lumpur ",1565.0,4,3,6760,-,-,-, Kuala Lumpur
253,/property/jalan-klang-lama-old-klang-road/petalz-residences/sale-5830611/,"Petalz Residences, Jalan Klang Lama (Old Klang Road)",2,610000,"Jalan Klang Lama, Jalan Klang Lama (Old Klang Road), 58200, Kuala Lumpur ",935.0,4,2,2749,-,5,4, Kuala Lumpur
254,/new-property/property/taman-desa/the-address-the-address-ii/new-6009/,The Address & The Address II,2,0,"Taman Desa, Kuala Lumpur ",1718.5,1,3 - 4,3056,4,-,-, Kuala Lumpur
256,/property/taman-tun-dr-ismail/sale-7338485/,"Jalan Datuk Sulaiman 3, TTDI, KL, Taman Tun Dr Ismail",4,1600000,"Jalan Datuk Sulaiman 3, TTDI, KL, 60000, Kuala Lumpur ",2500.0,5,3,7211,4,5,4, Kuala Lumpur
258,/property/taman-tun-dr-ismail/sale-8326305/,"Athinahapan, TTDI, KL, Taman Tun Dr Ismail",4,1600000,"Athinahapan, TTDI, KL, Kuala Lumpur ",2600.0,4,3,7211,4,5,4, Kuala Lumpur
259,/property/taman-tun-dr-ismail/sale-8257704/,"athinahapan, TTDI, KL, Taman Tun Dr Ismail",4,1800000,"athinahapan, TTDI, KL, Kuala Lumpur ",3000.0,5,3,8112,4,5,4, Kuala Lumpur
261,/property/kepong/the-henge/sale-7702061/,"The Henge, Taman Metropolitan Kepong, Kepong",2,595000,"Jalan Taman, Taman Metropolitan Kepong, 52100, Kuala Lumpur ",1300.0,4,3,2682,-,-,2, Kuala Lumpur
267,/new-property/property/gelang-patah/bayou-creek/new-5866/,Bayou Creek,1,0,"Leisure Farm, Gelang Patah, Johor ",4109.5,1,4 - 5,11267,4,-,-, Johor
269,/property/segambut/villa-orkid/sale-3584679/,"Villa Orkid, Bukit Prima Pelangi, Segambut",2,635000,"Jalan Prima Pelangi 7, Bukit Prima Pelangi, 51200, Kuala Lumpur ",1643.0,4,4,2862,4,5,4, Kuala Lumpur
270,/new-property/property/nilai/estana-tiara-sendayan/new-6026/,Estana @ Tiara Sendayan,4,0,"Tiara Sendayan, Nilai, Negeri Sembilan ",2307.5,4,3,2203,4,-,-, Negeri Sembilan
271,/property/ipoh/sale-8442717/,"PENGKALAN BERSATU, Ipoh",4,318800,"PENGKALAN BERSATU, Perak ",1800.0,4,3,1437,-,-,-, Perak
274,/new-property/property/sepang/alanis-residence/new-6019/,Alanis Residence,2,0,"Warisan Puteri, Sepang, Selangor ",866.5,3,3,1532,4,-,-, Selangor
278,/new-property/property/putrajaya/puteri-palma-condominiums/new-1428/,Puteri Palma Condominiums,2,0,"IOI Resort City, Putrajaya, Putrajaya ",3309.5,1,2 - 4,4375,4,-,-, Putrajaya
279,/property/segambut/scenaria-north-kiara-hills/sale-8273244/,"Scenaria @ North Kiara Hills, Taman Sri Sinar, Segambut",2,620000,"Jalan 6/38a, Off Jalan Segambut, Taman Sri Sinar, 51200, Kuala Lumpur ",1019.0,2,0,2794,4,5,4, Kuala Lumpur
284,/property/mont-kiara/verve-suites/sale-7513448/,"Verve Suites, Mont Kiara",2,560000,"Jalan Kiara 5, Mont Kiara, 60000, Kuala Lumpur ",462.0,1,1,2524,-,5,1, Kuala Lumpur
285,/property/jalan-klang-lama-old-klang-road/platinum-arena/sale-7864834/,"Platinum Arena, Old Klang Road, Jalan Klang Lama (Old Klang Road)",2,450033,"Jalan Klang Lama, Old Klang Road, 58000, Kuala Lumpur ",907.0,3,2,2028,2,3,4, Kuala Lumpur
286,/property/damansara-kim/sale-6772795/,"Jalan ss20/4, Damansara Kim, Damansara Kim",4,930000,"Jalan ss20/4, Damansara Kim, 47400, Selangor ",2200.0,4,3,4191,4,5,4, Selangor
287,/property/kajang/nexus/sale-8498570/,"Nexus, Kajang",2,331096,"Jalan Bukit, Kajang, 43000, Selangor ",770.0,2,2,1492,2,5,2, Selangor
288,/property/kajang/mkh-boulevard-ii/sale-8147619/,"Mkh Boulevard II, Kajang",2,250096,"Jalan Reko, Kajang, 43000, Selangor ",550.0,1,2,1127,2,5,2, Selangor
289,/property/ampang/28-boulevard/sale-8501403/,"28 Boulevard, Taman Pandan Perdana, Ampang",2,450000,"Jalan Perdana 3/10, Taman Pandan Perdana, Selangor ",450.0,1,1,2028,4,3,1, Selangor
291,/new-property/property/skudai/bukit-impian-residence-taman-impian-emas/new-6015/,Bukit Impian Residence @ Taman Impian Emas,3,0,"Taman Impian Emas, Skudai, Johor ",3489.0,5,6,6219,4,-,-, Johor
292,/property/horizon-hills/sale-8027144/,"Gateway, Horizon Hills,Iskandar Puteri , Horizon Hills",3,1130000,"Horizon Hills Nusa Bestari Eco Botanic Bukit Indah Skudai, Gateway, Horizon Hills,Iskandar Puteri , 79100, Johor ",2800.0,5,4,5093,4,5,1, Johor
293,/property/johor-bahru/r-f-princess-cove/sale-7066881/,"R&F Princess Cove, Johor Bahru",2,599000,"Jalan Tanjung Puteri, Johor Bahru, Johor ",471.0,1,1,2700,4,5,4, Johor
294,/new-property/property/johor-bahru/ayera/new-5706/,Ayera,4,0,"Danga Cove, Johor Bahru, Johor ",1841.5,4,4,2641,4,-,-, Johor
295,/property/johor-bahru/sale-6770517/,"Eco Summer Walton, Johor Bahru",4,770000,"Jalan Ekoflora, Taman Ekoflora,, Eco Summer,Eco Spring Walton, Johor, Eco Summer Walton, 81100, Johor ",1980.0,4,3,3470,4,5,2, Johor
